order_id,customer_id,order_date,total_amount,status
O1093,C0025,2025-06-21 06:24:00,138.95,cancelled
O1094,C0025,2025-09-11 18:22:00,133.0,completed
O1095,C0025,2025-11-30 22:21:00,20.94,completed
O1096,C0025,2026-01-14 02:28:00,799.47,completed
O1097,C0025,2026-02-04 08:28:00,178.53,completed
O1098,C0025,2026-03-17 17:13:00,165.63,completed
O1099,C0025,2026-04-02 06:21:00,323.35,completed
O1100,C0025,2026-04-26 13:50:00,38.7,completed
O1101,C0026,2025-06-28 22:36:00,248.16,completed
O1102,C0027,2025-05-17 02:06:00,55.21,processing
O1103,C0027,2025-06-28 16:31:00,20.94,completed
O1104,C0027,2025-09-05 22:54:00,59.26,completed
O1105,C0027,2025-10-18 04:14:00,108.59,completed
O1106,C0027,2026-01-11 06:46:00,288.57,processing
O1107,C0027,2026-02-18 15:50:00,73.56,completed
O1108,C0027,2026-03-22 03:08:00,195.91,completed
O1111,C0029,2026-02-19 08:53:00,38.7,completed
O1112,C0029,2026-02-23 09:51:00,70.0,completed
O1113,C0031,2025-12-13 11:09:00,309.63,completed
O1114,C0032,2025-08-15 05:07:00,54.95,completed
O1115,C0032,2025-10-15 04:50:00,262.82,completed
O1116,C0032,2025-11-27 02:04:00,276.26,completed
O1117,C0034,2025-03-23 03:46:00,92.82,returned
O1119,C0035,2025-03-21 14:54:00,985.08,completed
O1120,C0035,2026-03-21 07:28:00,95.1,completed
O1121,C0036,2025-11-28 14:09:00,52.62,completed
O1122,C0036,2026-01-17 11:07:00,200.22,completed
O1123,C0036,2026-03-12 04:15:00,87.6,completed
O1124,C0036,2026-04-22 21:24:00,200.25,completed
O1125,C0038,2025-12-29 14:43:00,461.46,returned
O1126,C0039,2025-09-10 14:35:00,65.34,completed
O1127,C0039,2025-09-20 07:30:00,251.95,completed
O1129,C0039,2025-12-13 02:45:00,12.02,completed
O1130,C0039,2026-01-24 09:39:00,309.55,completed
O1131,C0043,2025-10-22 21:56:00,1089.4,completed
O1132,C0043,2025-11-22 21:28:00,167.92,completed
O1134,C0043,2026-04-09 20:58:00,37.56,completed
O1135,C0044,2025-11-22 01:06:00,45.29,completed
O1136,C0048,2025-06-26 06:03:00,45.01,completed
O1137,C0048,2025-07-09 02:59:00,45.29,completed
O1138,C0048,2026-01-01 19:25:00,95.1,completed
O1139,C0048,2026-01-06 21:37:00,944.79,completed
O1140,C0048,2026-02-27 08:59:00,57.03,completed
O1141,C0048,2026-03-20 05:45:00,59.47,completed
O1142,C0048,2026-03-28 17:41:00,234.94,completed
O1143,C0049,2025-08-20 03:19:00,54.95,completed
O1144,C0049,2025-11-02 08:35:00,364.86,completed
O1146,C0049,2025-12-29 09:13:00,33.49,completed
O1147,C0049,2026-01-13 12:30:00,986.3,completed
O1148,C0049,2026-04-17 16:44:00,95.1,completed
O1149,C0050,2025-06-26 01:13:00,92.62,completed
O1150,C0050,2025-09-05 19:37:00,455.67,completed
O1151,C0050,2025-12-29 04:04:00,41.51,returned
O1152,C0050,2026-01-21 05:36:00,262.8,completed
O1153,C0050,2026-03-02 09:24:00,458.16,completed
O1154,C0050,2026-03-14 11:49:00,302.91,completed
O1155,C0050,2026-03-24 05:44:00,164.82,completed
O1156,C0050,2026-04-30 17:52:00,27.96,completed
O1157,C0052,2025-12-05 21:58:00,68.9,completed
O1158,C0052,2026-01-12 15:40:00,100.61,completed
O1159,C0052,2026-03-08 10:48:00,89.0,completed
O1160,C0053,2025-05-31 09:55:00,52.19,returned
O1161,C0054,2025-12-01 10:54:00,1637.73,completed
O1162,C0055,2025-06-08 02:19:00,230.73,completed
O1163,C0055,2025-07-10 05:22:00,70.0,completed
O1164,C0055,2026-01-03 14:47:00,89.0,completed
O1165,C0055,2026-03-24 15:49:00,25.84,returned
O1166,C0056,2025-12-31 23:58:00,267.17,completed
O1167,C0057,2025-01-29 20:13:00,100.81,completed
O1168,C0058,2025-06-18 11:26:00,199.95,completed
O1170,C0058,2025-10-30 15:39:00,21.91,completed
O1171,C0058,2026-02-10 04:25:00,59.81,completed
O1172,C0059,2025-11-30 11:55:00,139.28,completed
O1173,C0059,2026-02-06 15:00:00,133.64,completed
O1174,C0059,2026-03-14 00:55:00,95.84,completed
O1175,C0060,2025-09-22 03:00:00,177.78,completed
O1176,C0060,2025-10-27 08:55:00,54.92,completed
O1177,C0060,2026-01-30 01:32:00,190.76,returned
O1178,C0060,2026-04-23 12:58:00,185.19,completed
O1179,C0061,2025-09-24 15:35:00,190.2,completed
O1180,C0061,2025-12-09 20:58:00,488.2,completed
O1181,C0061,2026-01-23 08:22:00,95.1,completed
O1182,C0061,2026-02-23 01:12:00,303.78,completed
O1183,C0063,2025-10-08 04:35:00,87.6,completed
O1184,C0063,2025-11-22 05:57:00,161.52,processing
O1185,C0063,2025-11-26 12:27:00,293.92,completed
O1186,C0063,2026-01-22 11:51:00,164.0,completed
O1187,C0063,2026-04-10 17:49:00,237.4,completed
O1188,C0064,2025-09-24 13:47:00,57.76,completed
O1189,C0064,2025-11-04 13:50:00,2938.92,completed
O1190,C0064,2026-01-01 20:10:00,202.25,completed
O1191,C0064,2026-01-09 16:30:00,45.29,completed
O1193,C0065,2025-04-23 22:38:00,1159.23,completed
O1194,C0065,2025-06-03 07:23:00,92.48,completed
O1195,C0065,2025-06-24 17:47:00,75.1,completed
O1196,C0065,2025-07-16 02:32:00,151.89,cancelled
O1197,C0065,2025-09-12 08:14:00,12.78,completed
O1198,C0065,2025-09-20 06:59:00,487.94,completed
O1199,C0065,2025-10-24 16:00:00,112.54,completed
O1200,C0065,2025-11-30 13:16:00,148.37,completed
O1201,C0065,2026-01-03 04:50:00,336.14,cancelled
O1203,C0065,2026-04-21 22:51:00,76.26,completed
O1204,C0066,2025-06-08 13:32:00,55.21,completed
O1205,C0066,2025-12-30 18:10:00,89.0,completed
O1206,C0066,2026-03-21 13:04:00,37.56,returned
O1207,C0067,2025-08-28 06:42:00,113.87,completed
O1208,C0067,2025-10-01 06:35:00,25.56,completed
O1209,C0069,2025-11-13 23:41:00,31.85,completed
O1210,C0069,2025-12-04 18:54:00,245.45,cancelled
O1211,C0071,2025-07-24 20:23:00,20.94,completed
O1212,C0071,2025-09-22 13:58:00,21.42,completed
O1213,C0071,2025-09-30 23:40:00,163.62,completed
O1214,C0071,2026-03-17 09:04:00,121.66,completed
O1215,C0072,2025-08-17 09:17:00,1109.66,cancelled
O1216,C0072,2025-10-29 23:59:00,21.91,completed
O1217,C0072,2025-12-12 03:45:00,1042.35,completed
O1218,C0072,2026-03-02 07:14:00,176.58,completed
O1220,C0074,2025-12-30 02:26:00,52.19,completed
O1221,C0074,2026-02-24 09:49:00,57.03,completed
O1222,C0076,2025-10-27 03:43:00,242.84,completed
O1223,C0076,2025-11-16 08:03:00,144.39,completed
O1224,C0076,2025-12-08 12:03:00,70.55,processing
O1225,C0076,2026-01-19 01:55:00,127.43,completed
O1226,C0076,2026-02-08 02:44:00,143.31,completed
O1227,C0076,2026-03-14 02:24:00,136.1,completed
O1228,C0076,2026-04-13 22:01:00,188.79,processing
O1229,C0077,2025-05-16 17:20:00,931.62,completed
O1230,C0077,2025-06-08 23:14:00,494.72,completed
O1231,C0077,2025-07-23 18:48:00,337.87,completed
O1232,C0077,2025-08-09 18:27:00,56.79,completed
O1233,C0077,2025-10-28 11:41:00,12.02,returned
O1234,C0077,2026-02-04 01:35:00,225.3,completed
O1235,C0077,2026-03-13 15:41:00,138.58,processing
O1236,C0079,2025-03-25 14:08:00,92.82,completed
O1237,C0079,2025-04-30 02:39:00,20.94,completed
O1238,C0079,2025-11-28 19:55:00,523.39,completed
O1239,C0080,2025-06-10 01:05:00,77.4,completed
O1240,C0080,2025-07-22 08:02:00,247.78,completed
O1241,C0080,2026-03-26 00:30:00,77.73,completed
O1242,C0082,2025-02-06 22:19:00,198.42,completed
O1243,C0083,2026-01-19 22:48:00,273.1,completed
O1244,C0083,2026-02-17 08:21:00,131.53,completed
O1245,C0083,2026-02-24 15:52:00,264.58,completed
O1246,C0083,2026-03-03 23:04:00,179.02,cancelled
O1247,C0083,2026-04-22 00:16:00,83.02,completed
O1248,C0084,2025-07-24 14:44:00,25.84,completed
O1249,C0084,2025-11-27 06:14:00,37.56,completed
O1251,C0084,2026-04-11 20:50:00,12.78,cancelled
O1252,C0085,2025-08-19 08:00:00,1060.46,completed
O1253,C0085,2025-11-11 06:39:00,27.96,completed
O1254,C0085,2026-01-26 04:42:00,12.02,completed
O1255,C0086,2025-04-24 21:17:00,190.66,returned
O1256,C0086,2025-07-13 14:17:00,20.94,completed
O1257,C0086,2025-09-12 17:23:00,438.29,completed
O1258,C0086,2025-11-06 07:45:00,92.82,completed
O1259,C0086,2026-02-12 21:45:00,21.91,returned
O1260,C0086,2026-04-16 06:32:00,12.02,completed
O1261,C0087,2025-07-28 23:02:00,54.95,cancelled
O1262,C0087,2025-09-05 16:08:00,78.03,returned
O1263,C0087,2026-01-28 23:22:00,21.91,completed
O1264,C0087,2026-03-02 04:16:00,59.26,completed
O1265,C0087,2026-03-06 04:20:00,175.51,completed
O1266,C0088,2025-11-03 19:46:00,52.19,completed
O1267,C0088,2025-11-14 20:49:00,92.82,completed
O1268,C0088,2025-11-30 12:26:00,41.51,completed
O1270,C0088,2026-02-27 19:56:00,66.66,completed
O1271,C0088,2026-04-05 22:04:00,944.79,completed
O1272,C0088,2026-04-27 13:11:00,106.72,completed
O1273,C0090,2025-09-08 18:07:00,220.06,cancelled
O1274,C0090,2025-10-17 13:03:00,3095.98,completed
O1275,C0090,2025-12-26 23:48:00,54.95,completed
O1276,C0090,2026-04-30 13:00:00,65.0,completed
O1277,C0091,2025-06-29 15:20:00,245.76,completed
O1278,C0091,2025-07-14 00:51:00,55.21,completed
O1279,C0091,2025-09-02 23:11:00,136.5,completed
O1280,C0091,2025-10-24 23:46:00,106.97,returned
O1281,C0091,2025-11-20 01:08:00,1335.04,completed
O1282,C0091,2026-01-30 00:40:00,456.66,completed
O1283,C0091,2026-02-20 19:54:00,190.13,cancelled
O1285,C0091,2026-04-12 20:53:00,144.81,completed
O1286,C0092,2026-02-09 04:18:00,25.56,completed
O1287,C0092,2026-04-04 12:17:00,625.21,completed
O1288,C0093,2026-03-13 10:23:00,20.94,processing
O1289,C0093,2026-04-16 00:20:00,267.0,completed
O1290,C0093,2026-04-19 13:30:00,91.12,completed
O1291,C0094,2025-12-31 07:20:00,57.76,completed
O1292,C0094,2026-01-24 11:15:00,177.78,completed
O1293,C0095,2025-06-20 21:21:00,56.79,completed
O1294,C0095,2025-08-03 15:44:00,577.62,completed
O1295,C0095,2025-09-17 10:31:00,278.46,completed
O1296,C0095,2025-10-08 05:20:00,133.9,returned
O1297,C0095,2025-11-24 03:39:00,202.46,completed
O1298,C0095,2026-04-21 16:55:00,359.1,completed
O1299,C0098,2025-10-15 10:47:00,52.19,completed
O1300,C0098,2025-12-02 11:14:00,45.29,completed
O1301,C0098,2026-02-13 18:44:00,221.02,completed
O1302,C0098,2026-02-21 00:20:00,445.05,completed
O1303,C0098,2026-04-03 17:58:00,12.78,returned
O1305,C0099,2026-03-01 17:39:00,59.81,completed
O1306,C0099,2026-04-05 09:29:00,79.76,completed
O1307,C0100,2025-01-20 13:56:00,119.18,completed
O1309,C0100,2025-10-09 14:16:00,38.7,completed
O1310,C0100,2025-12-30 05:29:00,33.49,completed
O1311,C0100,2026-03-11 20:03:00,89.0,completed
O1312,C0101,2025-09-22 00:29:00,157.43,cancelled
O1313,C0101,2025-10-27 04:30:00,384.11,completed
O1314,C0101,2026-02-14 09:20:00,407.01,completed
O1315,C0101,2026-02-23 12:03:00,176.6,completed
O1316,C0101,2026-04-01 21:15:00,191.01,completed
O1317,C0103,2025-03-28 05:56:00,103.7,returned
O1318,C0104,2025-04-14 06:27:00,944.79,completed
O1319,C0104,2025-06-10 03:34:00,56.52,completed
O1320,C0104,2025-11-29 20:52:00,89.0,returned
O1321,C0104,2026-01-02 20:52:00,160.45,completed
O1323,C0104,2026-04-07 11:42:00,207.07,completed
O1324,C0105,2025-06-09 00:41:00,159.61,completed
O1326,C0105,2025-11-29 07:19:00,57.76,completed
O1327,C0105,2026-04-03 20:08:00,215.31,completed
O1328,C0106,2025-06-21 03:24:00,25.84,completed
O1329,C0106,2025-10-29 17:02:00,213.47,completed
O1330,C0106,2026-01-14 00:54:00,243.24,completed
O1331,C0106,2026-04-11 14:20:00,31.85,processing
O1332,C0107,2025-08-18 16:08:00,31.85,returned
O1333,C0107,2025-10-17 07:53:00,140.64,returned
O1334,C0107,2025-11-06 13:26:00,92.82,completed
O1335,C0108,2025-11-24 21:02:00,210.0,completed
O1336,C0108,2026-01-01 02:33:00,909.71,completed
O1337,C0108,2026-02-09 08:29:00,54.92,completed
O1339,C0108,2026-03-13 12:34:00,437.8,completed
O1340,C0108,2026-03-27 13:57:00,462.53,completed
O1341,C0109,2025-04-08 11:28:00,343.95,completed
O1342,C0109,2025-07-01 13:11:00,222.92,completed
O1343,C0109,2025-07-23 17:19:00,65.0,completed
O1344,C0109,2025-09-11 16:59:00,92.62,completed
O1346,C0110,2025-11-28 18:12:00,54.29,completed
O1347,C0111,2025-07-13 03:43:00,159.47,completed
O1348,C0111,2025-09-22 19:20:00,132.28,completed
O1349,C0111,2025-10-30 20:05:00,176.37,completed
O1350,C0111,2025-12-20 04:09:00,119.23,completed
O1351,C0111,2026-01-25 10:42:00,83.71,completed
O1352,C0111,2026-02-26 15:43:00,92.82,processing
O1353,C0112,2025-08-27 14:43:00,166.97,completed
O1354,C0112,2025-09-04 18:16:00,158.15,completed
O1355,C0112,2025-12-23 07:13:00,121.9,completed
O1356,C0112,2026-02-27 01:56:00,70.0,completed
O1357,C0113,2025-10-03 15:48:00,1016.88,completed
O1358,C0115,2025-02-06 14:36:00,233.7,returned
O1359,C0115,2025-02-17 15:38:00,1073.81,completed
O1360,C0115,2025-08-22 20:10:00,107.6,completed
O1361,C0115,2025-10-23 18:54:00,450.68,completed
O1362,C0116,2025-07-21 03:26:00,274.24,completed
O1364,C0116,2025-08-22 05:28:00,38.7,completed
O1365,C0116,2025-09-13 19:36:00,70.0,processing
O1366,C0116,2025-09-28 07:44:00,113.58,completed
O1367,C0116,2025-10-16 05:31:00,520.35,completed
O1368,C0116,2025-11-03 17:02:00,321.96,completed
O1369,C0116,2025-11-14 19:25:00,92.62,completed
O1370,C0116,2026-01-23 15:08:00,289.39,completed
O1371,C0119,2025-06-08 17:58:00,41.88,processing
O1372,C0119,2025-08-11 20:51:00,291.89,completed
O1373,C0119,2025-09-25 01:16:00,95.1,completed
O1374,C0119,2026-03-03 12:36:00,230.73,processing
O1375,C0119,2026-04-16 03:26:00,325.74,returned
O1376,C0120,2025-02-22 06:17:00,193.34,completed
O1377,C0120,2025-05-19 02:01:00,25.56,completed
O1378,C0120,2025-06-08 00:55:00,41.51,completed
O1379,C0120,2025-07-18 05:46:00,909.71,completed
O1380,C0120,2025-09-02 06:15:00,93.94,completed
O1381,C0120,2025-10-25 21:08:00,263.68,completed
O1382,C0120,2025-11-04 03:21:00,995.46,completed
O1383,C0120,2025-12-19 06:56:00,108.11,completed
O1384,C0120,2026-03-20 18:19:00,57.76,completed
O1385,C0121,2025-08-19 09:21:00,94.46,completed
O1386,C0121,2025-11-27 05:15:00,101.89,completed
O1387,C0121,2026-02-13 05:26:00,1019.55,completed
O1388,C0121,2026-03-14 22:59:00,55.92,completed
O1389,C0121,2026-04-20 14:10:00,208.14,completed
O1390,C0122,2025-11-09 07:58:00,31.85,completed
O1391,C0122,2026-03-05 07:27:00,128.16,cancelled
O1392,C0122,2026-04-10 09:35:00,237.58,completed
O1393,C0123,2025-05-17 03:25:00,104.38,completed
O1394,C0123,2025-05-21 17:40:00,83.02,completed
O1395,C0123,2025-07-09 17:24:00,191.7,returned
O1396,C0123,2025-08-15 03:59:00,158.96,completed
O1398,C0123,2025-10-20 22:59:00,1144.57,completed
O1399,C0123,2025-12-13 00:15:00,634.8,completed
O1400,C0123,2026-02-06 00:53:00,146.26,completed
O1401,C0123,2026-02-16 12:31:00,129.26,completed
O1402,C0123,2026-03-25 07:40:00,267.99,completed
O1403,C0124,2025-09-08 05:56:00,217.0,completed
O1404,C0124,2025-10-02 11:03:00,56.79,cancelled
O1405,C0124,2025-11-07 20:34:00,33.49,completed
O1406,C0124,2026-03-01 13:19:00,93.62,completed
O1407,C0124,2026-03-10 07:41:00,93.94,completed
O1408,C0125,2026-01-29 04:53:00,161.82,completed
O1409,C0125,2026-03-28 12:16:00,146.44,cancelled
O1410,C0126,2025-02-24 03:12:00,352.71,completed
O1413,C0127,2026-03-27 17:33:00,277.86,completed
O1414,C0128,2025-10-12 02:19:00,37.56,completed
O1415,C0128,2025-10-15 06:45:00,472.88,completed
O1417,C0128,2025-12-28 13:45:00,1006.54,completed
O1418,C0128,2026-03-01 15:56:00,844.1,completed
O1419,C0128,2026-04-18 00:15:00,25.84,completed
O1420,C0130,2025-05-18 22:23:00,162.84,completed
O1421,C0130,2025-05-31 21:24:00,91.12,returned
O1423,C0130,2025-11-13 07:24:00,112.12,completed
O1424,C0130,2025-12-05 11:29:00,75.89,completed
O1425,C0130,2026-01-05 16:19:00,83.02,completed
O1426,C0130,2026-02-19 07:23:00,944.79,completed
O1427,C0131,2025-05-21 15:46:00,92.82,completed
O1428,C0131,2025-06-09 07:57:00,125.16,processing
O1429,C0131,2025-07-07 07:03:00,240.2,processing
O1431,C0131,2025-09-10 13:05:00,1819.42,completed
O1432,C0131,2025-12-14 17:27:00,121.16,completed
O1433,C0131,2026-04-12 19:47:00,114.87,completed
O1434,C0133,2025-09-14 18:58:00,187.88,completed
O1435,C0133,2025-11-03 17:34:00,25.84,completed
O1436,C0133,2026-01-31 22:02:00,27.96,cancelled
O1437,C0133,2026-03-06 21:29:00,74.53,completed
O1438,C0135,2025-08-19 04:36:00,105.6,returned
O1439,C0136,2025-05-26 11:52:00,89.0,processing
O1440,C0136,2025-07-07 02:21:00,33.49,returned
O1441,C0136,2025-07-11 10:10:00,162.61,completed
O1443,C0136,2025-10-15 17:21:00,68.9,completed
O1444,C0136,2025-11-10 13:10:00,145.36,completed
O1445,C0136,2025-12-11 11:30:00,124.26,completed
O1446,C0136,2026-02-27 11:21:00,455.86,completed
O1447,C0137,2026-01-13 09:56:00,124.47,completed
O1448,C0137,2026-01-23 14:47:00,106.46,completed
O1449,C0137,2026-02-18 22:58:00,104.38,completed
O1450,C0137,2026-02-28 17:11:00,68.9,completed
O1451,C0137,2026-04-13 05:23:00,146.33,completed
O1452,C0137,2026-04-16 15:37:00,27.96,completed
O1453,C0138,2025-06-28 11:00:00,31.85,completed
O1454,C0138,2025-10-06 05:47:00,76.63,completed
O1455,C0138,2026-04-10 04:55:00,722.14,completed
O1456,C0138,2026-04-24 11:32:00,233.21,completed
O1457,C0139,2025-08-22 13:03:00,568.85,completed
O1458,C0139,2026-04-10 14:46:00,414.14,completed
O1460,C0141,2025-08-29 22:57:00,167.7,completed
O1461,C0141,2025-09-05 19:53:00,54.95,completed
O1462,C0141,2025-10-12 17:39:00,230.93,completed
O1465,C0144,2025-09-09 01:40:00,383.1,completed
O1466,C0144,2025-11-11 03:43:00,183.7,completed
O1467,C0144,2026-03-06 18:32:00,294.13,completed
O1468,C0145,2025-12-02 07:08:00,1384.92,processing
O1469,C0145,2026-01-27 15:56:00,100.81,completed
O1470,C0145,2026-03-26 13:04:00,263.42,completed
O1471,C0145,2026-04-28 00:56:00,1329.98,completed
O1472,C0146,2025-07-14 08:30:00,158.91,completed
O1473,C0146,2025-09-07 20:56:00,374.64,completed
O1474,C0146,2025-10-02 06:21:00,246.21,completed
O1475,C0146,2025-12-02 05:04:00,190.66,completed
O1476,C0146,2026-01-23 11:31:00,54.95,completed
O1477,C0146,2026-03-28 05:53:00,857.23,completed
O1478,C0147,2025-08-31 12:43:00,104.11,completed
O1479,C0147,2025-12-13 00:45:00,107.4,cancelled
O1480,C0147,2026-01-26 03:22:00,45.01,completed
O1481,C0147,2026-02-06 10:21:00,41.51,cancelled
O1482,C0147,2026-02-23 00:50:00,120.21,completed
O1483,C0147,2026-04-01 07:50:00,1080.92,returned
O1484,C0147,2026-04-20 23:19:00,268.29,completed
O1485,C0147,2026-04-28 15:53:00,221.37,completed
O1486,C0149,2025-10-25 15:23:00,33.49,completed
O1487,C0149,2025-11-29 16:03:00,56.79,returned
O1488,C0149,2026-01-07 22:19:00,25.84,returned
O1489,C0149,2026-02-21 16:31:00,219.8,completed
O1490,C0149,2026-04-07 13:35:00,99.27,completed
O1491,C0149,2026-04-19 21:20:00,1047.65,completed
O1492,C0151,2025-06-13 17:50:00,55.21,completed
O1493,C0151,2025-12-13 19:42:00,21.91,completed
O1494,C0151,2026-01-21 15:36:00,59.26,completed
O1495,C0151,2026-02-23 08:20:00,87.22,completed
O1496,C0151,2026-03-04 00:46:00,799.47,completed
O1497,C0154,2025-07-17 23:53:00,27.96,completed
O1498,C0154,2025-10-23 11:34:00,244.72,processing
O1499,C0154,2026-04-25 16:51:00,83.02,processing
O1500,C0155,2025-05-08 14:32:00,1687.94,completed
O1501,C0155,2025-06-10 07:06:00,599.2,completed
O1503,C0155,2025-10-06 21:49:00,293.59,completed
O1504,C0155,2026-04-20 22:12:00,222.55,completed
O1505,C0156,2026-02-18 15:06:00,170.37,completed
O1506,C0157,2025-08-10 09:16:00,256.52,completed
O1507,C0157,2025-10-10 12:48:00,937.58,completed
O1508,C0157,2025-10-20 07:24:00,27.96,completed
O1509,C0157,2025-11-24 05:37:00,195.62,completed
O1510,C0157,2025-12-12 08:35:00,82.57,completed
O1511,C0157,2025-12-20 06:55:00,146.56,completed
O1512,C0157,2026-01-05 18:23:00,61.02,completed
O1513,C0157,2026-02-01 10:19:00,228.77,completed
O1514,C0157,2026-02-14 02:30:00,25.84,returned
O1515,C0157,2026-03-09 08:50:00,1292.87,returned
O1516,C0157,2026-03-19 05:11:00,21.91,completed
O1517,C0158,2025-12-21 22:43:00,357.01,completed
O1518,C0158,2026-01-12 09:54:00,31.85,cancelled
O1519,C0158,2026-02-24 05:00:00,291.8,completed
O1520,C0158,2026-04-30 10:49:00,103.14,completed
O1521,C0159,2025-09-17 04:46:00,267.69,completed
O1522,C0159,2025-11-12 01:17:00,229.23,completed
O1523,C0159,2025-12-13 11:03:00,57.76,completed
O1524,C0159,2026-01-16 04:46:00,57.76,completed
O1525,C0159,2026-01-20 17:32:00,81.88,completed
O1526,C0159,2026-02-19 02:08:00,197.19,completed
O1527,C0159,2026-03-25 07:49:00,75.1,completed
O1528,C0159,2026-03-31 22:54:00,25.56,completed
O1529,C0160,2025-06-22 16:39:00,178.53,completed
O1530,C0160,2025-10-25 09:23:00,302.17,completed
O1531,C0160,2026-02-06 08:19:00,31.85,completed
