event_id,customer_id,session_id,event_timestamp,event_type,product_id
E10026,C0002,a1a3d919,2025-08-25 21:54:00,view_item,P022
E10027,C0002,a1a3d919,2025-08-25 21:43:00,view_item,P035
E10028,C0002,a1a3d919,2025-08-25 21:43:00,view_item,P032
E10034,C0002,1a4fd73f,2025-09-24 01:18:00,add_to_cart,P024
E10031,C0002,1a4fd73f,2025-09-24 01:10:00,view_item,P011
E10032,C0002,1a4fd73f,2025-09-24 01:17:00,view_item,P003
E10033,C0002,1a4fd73f,2025-09-24 01:17:00,view_item,P024
E10041,C0002,8403c5fa,2025-10-03 11:11:00,add_to_cart,P043
E10042,C0002,8403c5fa,2025-10-03 11:09:00,add_to_cart,P044
E10043,C0002,8403c5fa,2025-10-03 11:14:00,add_to_cart,P016
E10035,C0002,8403c5fa,2025-10-03 11:17:00,view_item,P033
E10036,C0002,8403c5fa,2025-10-03 11:09:00,view_item,P043
E10037,C0002,8403c5fa,2025-10-03 11:07:00,view_item,P044
E10038,C0002,8403c5fa,2025-10-03 11:09:00,view_item,P009
E10039,C0002,8403c5fa,2025-10-03 11:13:00,view_item,P005
E10040,C0002,8403c5fa,2025-10-03 11:10:00,view_item,P016
E10045,C0002,020c0392,2025-10-28 09:32:00,add_to_cart,P045
E10044,C0002,020c0392,2025-10-28 09:29:00,view_item,P045
E10051,C0002,2ebbbdc2,2025-11-01 20:16:00,add_to_cart,P006
E10052,C0002,2ebbbdc2,2025-11-01 20:27:00,add_to_cart,P029
E10053,C0002,2ebbbdc2,2025-11-01 20:27:00,add_to_cart,P014
E10046,C0002,2ebbbdc2,2025-11-01 20:14:00,view_item,P027
E10047,C0002,2ebbbdc2,2025-11-01 20:14:00,view_item,P006
E10048,C0002,2ebbbdc2,2025-11-01 20:23:00,view_item,P029
E10049,C0002,2ebbbdc2,2025-11-01 20:17:00,view_item,P041
E10050,C0002,2ebbbdc2,2025-11-01 20:23:00,view_item,P014
E10058,C0002,8e044fea,2025-11-10 02:57:00,add_to_cart,P045
E10054,C0002,8e044fea,2025-11-10 02:52:00,view_item,P045
E10055,C0002,8e044fea,2025-11-10 02:51:00,view_item,P036
E10056,C0002,8e044fea,2025-11-10 02:44:00,view_item,P026
E10057,C0002,8e044fea,2025-11-10 02:49:00,view_item,P020
E10059,C0002,8e044fea,2025-11-10 02:51:21,purchase,P045
E10064,C0002,e2234fd8,2025-12-19 03:04:00,add_to_cart,P011
E10065,C0002,e2234fd8,2025-12-19 03:05:00,add_to_cart,P009
E10066,C0002,e2234fd8,2025-12-19 03:06:00,add_to_cart,P045
E10060,C0002,e2234fd8,2025-12-19 03:03:00,view_item,P011
E10061,C0002,e2234fd8,2025-12-19 03:02:00,view_item,P009
E10062,C0002,e2234fd8,2025-12-19 02:52:00,view_item,P035
E10063,C0002,e2234fd8,2025-12-19 03:02:00,view_item,P045
E10068,C0002,d7db6774,2026-01-31 06:40:00,add_to_cart,P013
E10067,C0002,d7db6774,2026-01-31 06:35:00,view_item,P013
E10075,C0002,1f170deb,2026-03-06 01:10:00,add_to_cart,P029
E10076,C0002,1f170deb,2026-03-06 01:26:00,add_to_cart,P011
E10069,C0002,1f170deb,2026-03-06 01:12:00,view_item,P007
E10070,C0002,1f170deb,2026-03-06 01:09:00,view_item,P029
E10071,C0002,1f170deb,2026-03-06 01:20:00,view_item,P019
E10072,C0002,1f170deb,2026-03-06 01:21:00,view_item,P011
E10073,C0002,1f170deb,2026-03-06 01:11:00,view_item,P037
E10074,C0002,1f170deb,2026-03-06 01:18:00,view_item,P026
E10077,C0002,1f170deb,2026-03-06 01:19:29,purchase,P029
E10078,C0002,1f170deb,2026-03-06 01:19:26,purchase,P011
E10082,C0002,8b49014e,2026-03-09 17:12:00,add_to_cart,P013
E10079,C0002,8b49014e,2026-03-09 17:15:00,view_item,P026
E10080,C0002,8b49014e,2026-03-09 17:07:00,view_item,P013
E10081,C0002,8b49014e,2026-03-09 17:14:00,view_item,P012
E10083,C0002,8b49014e,2026-03-09 17:24:19,purchase,P013
E10089,C0002,3cdf4b2d,2026-03-28 23:45:00,add_to_cart,P024
E10090,C0002,3cdf4b2d,2026-03-28 23:41:00,add_to_cart,P050
E10084,C0002,3cdf4b2d,2026-03-28 23:44:00,view_item,P022
E10085,C0002,3cdf4b2d,2026-03-28 23:42:00,view_item,P024
E10086,C0002,3cdf4b2d,2026-03-28 23:47:00,view_item,P007
E10087,C0002,3cdf4b2d,2026-03-28 23:43:00,view_item,P029
E10088,C0002,3cdf4b2d,2026-03-28 23:40:00,view_item,P050
E10097,C0002,e0763b61,2026-04-22 08:23:00,add_to_cart,P041
E10091,C0002,e0763b61,2026-04-22 08:27:00,view_item,P047
E10092,C0002,e0763b61,2026-04-22 08:18:00,view_item,P041
E10093,C0002,e0763b61,2026-04-22 08:18:00,view_item,P016
E10094,C0002,e0763b61,2026-04-22 08:24:00,view_item,P027
E10095,C0002,e0763b61,2026-04-22 08:25:00,view_item,P002
E10096,C0002,e0763b61,2026-04-22 08:28:00,view_item,P038
E10098,C0004,a7f0d6c4,2025-09-02 12:57:00,view_item,P001
E10107,C0005,95c33e19,2025-05-09 21:44:00,add_to_cart,P024
E10108,C0005,95c33e19,2025-05-09 21:46:00,add_to_cart,P029
E10099,C0005,95c33e19,2025-05-09 21:49:00,view_item,P009
E10100,C0005,95c33e19,2025-05-09 21:45:00,view_item,P046
E10101,C0005,95c33e19,2025-05-09 21:40:00,view_item,P024
E10102,C0005,95c33e19,2025-05-09 21:43:00,view_item,P029
E10103,C0005,95c33e19,2025-05-09 21:39:00,view_item,P004
E10104,C0005,95c33e19,2025-05-09 21:48:00,view_item,P014
E10105,C0005,95c33e19,2025-05-09 21:37:00,view_item,P037
E10106,C0005,95c33e19,2025-05-09 21:48:00,view_item,P010
E10115,C0005,c854acbd,2025-06-23 00:05:00,add_to_cart,P023
E10116,C0005,c854acbd,2025-06-23 00:03:00,add_to_cart,P041
E10117,C0005,c854acbd,2025-06-22 23:58:00,add_to_cart,P015
E10109,C0005,c854acbd,2025-06-22 23:52:00,view_item,P028
E10110,C0005,c854acbd,2025-06-23 00:00:00,view_item,P023
E10111,C0005,c854acbd,2025-06-23 00:02:00,view_item,P041
E10112,C0005,c854acbd,2025-06-22 23:53:00,view_item,P015
E10113,C0005,c854acbd,2025-06-22 23:55:00,view_item,P018
E10114,C0005,c854acbd,2025-06-23 00:01:00,view_item,P026
E10118,C0005,c854acbd,2025-06-23 00:01:11,purchase,P023
E10119,C0005,c854acbd,2025-06-23 00:01:15,purchase,P041
E10120,C0005,c854acbd,2025-06-23 00:01:18,purchase,P015
E10127,C0005,81ccf4af,2025-08-01 14:13:00,add_to_cart,P011
E10128,C0005,81ccf4af,2025-08-01 14:04:00,add_to_cart,P022
E10129,C0005,81ccf4af,2025-08-01 14:12:00,add_to_cart,P042
E10130,C0005,81ccf4af,2025-08-01 14:06:00,add_to_cart,P027
E10121,C0005,81ccf4af,2025-08-01 14:11:00,view_item,P011
E10122,C0005,81ccf4af,2025-08-01 14:09:00,view_item,P001
E10123,C0005,81ccf4af,2025-08-01 14:00:00,view_item,P022
E10124,C0005,81ccf4af,2025-08-01 14:10:00,view_item,P042
E10125,C0005,81ccf4af,2025-08-01 13:59:00,view_item,P009
E10126,C0005,81ccf4af,2025-08-01 14:05:00,view_item,P027
E10131,C0005,81ccf4af,2025-08-01 14:13:15,purchase,P011
E10132,C0005,81ccf4af,2025-08-01 14:13:29,purchase,P042
E10133,C0005,81ccf4af,2025-08-01 14:13:21,purchase,P027
E10134,C0005,d2f779e6,2025-08-16 14:51:00,view_item,P034
E10141,C0005,923f17ec,2025-09-03 13:42:00,add_to_cart,P027
E10142,C0005,923f17ec,2025-09-03 13:41:00,add_to_cart,P042
E10143,C0005,923f17ec,2025-09-03 13:48:00,add_to_cart,P034
E10135,C0005,923f17ec,2025-09-03 13:41:00,view_item,P027
E10136,C0005,923f17ec,2025-09-03 13:39:00,view_item,P019
E10137,C0005,923f17ec,2025-09-03 13:38:00,view_item,P042
E10138,C0005,923f17ec,2025-09-03 13:43:00,view_item,P034
E10139,C0005,923f17ec,2025-09-03 13:45:00,view_item,P047
E10140,C0005,923f17ec,2025-09-03 13:46:00,view_item,P029
E10152,C0005,57b4e47c,2025-09-15 00:41:00,add_to_cart,P044
E10153,C0005,57b4e47c,2025-09-15 00:38:00,add_to_cart,P046
E10154,C0005,57b4e47c,2025-09-15 00:51:00,add_to_cart,P027
E10144,C0005,57b4e47c,2025-09-15 00:39:00,view_item,P044
E10145,C0005,57b4e47c,2025-09-15 00:46:00,view_item,P035
E10146,C0005,57b4e47c,2025-09-15 00:37:00,view_item,P046
E10147,C0005,57b4e47c,2025-09-15 00:36:00,view_item,P048
E10148,C0005,57b4e47c,2025-09-15 00:48:00,view_item,P027
E10149,C0005,57b4e47c,2025-09-15 00:48:00,view_item,P047
E10150,C0005,57b4e47c,2025-09-15 00:46:00,view_item,P016
E10151,C0005,57b4e47c,2025-09-15 00:40:00,view_item,P006
E10156,C0005,e80a3fdf,2025-10-22 19:48:00,add_to_cart,P006
E10155,C0005,e80a3fdf,2025-10-22 19:47:00,view_item,P006
E10157,C0005,e80a3fdf,2025-10-22 19:47:20,purchase,P006
E10159,C0005,bf985617,2025-11-04 02:26:00,add_to_cart,P027
E10158,C0005,bf985617,2025-11-04 02:25:00,view_item,P027
E10163,C0005,314083bd,2025-11-24 22:10:00,add_to_cart,P036
E10164,C0005,314083bd,2025-11-24 22:13:00,add_to_cart,P007
E10160,C0005,314083bd,2025-11-24 22:05:00,view_item,P036
E10161,C0005,314083bd,2025-11-24 22:12:00,view_item,P007
E10162,C0005,314083bd,2025-11-24 22:13:00,view_item,P017
E10165,C0005,314083bd,2025-11-24 22:17:14,purchase,P036
E10166,C0005,314083bd,2025-11-24 22:17:10,purchase,P007
E10171,C0005,27942f04,2025-11-30 15:42:00,add_to_cart,P048
E10167,C0005,27942f04,2025-11-30 15:41:00,view_item,P048
E10168,C0005,27942f04,2025-11-30 15:44:00,view_item,P036
E10169,C0005,27942f04,2025-11-30 15:37:00,view_item,P019
E10170,C0005,27942f04,2025-11-30 15:35:00,view_item,P042
E10174,C0005,dd7fb78e,2025-12-12 18:33:00,add_to_cart,P028
E10172,C0005,dd7fb78e,2025-12-12 18:30:00,view_item,P028
E10173,C0005,dd7fb78e,2025-12-12 18:30:00,view_item,P002
E10175,C0005,dd7fb78e,2025-12-12 18:32:06,purchase,P028
E10182,C0005,653f4d8b,2026-01-03 06:23:00,add_to_cart,P007
E10183,C0005,653f4d8b,2026-01-03 06:14:00,add_to_cart,P037
E10176,C0005,653f4d8b,2026-01-03 06:16:00,view_item,P010
E10177,C0005,653f4d8b,2026-01-03 06:21:00,view_item,P007
E10178,C0005,653f4d8b,2026-01-03 06:11:00,view_item,P006
E10179,C0005,653f4d8b,2026-01-03 06:11:00,view_item,P037
E10180,C0005,653f4d8b,2026-01-03 06:23:00,view_item,P027
E10181,C0005,653f4d8b,2026-01-03 06:22:00,view_item,P015
E10184,C0005,653f4d8b,2026-01-03 06:20:17,purchase,P007
E10185,C0005,653f4d8b,2026-01-03 06:20:27,purchase,P037
E10186,C0005,207630a0,2026-02-05 19:52:00,view_item,P042
E10187,C0005,207630a0,2026-02-05 19:53:00,view_item,P016
E10188,C0005,207630a0,2026-02-05 20:02:00,view_item,P047
E10197,C0005,d5ac5902,2026-02-15 10:00:00,add_to_cart,P028
E10198,C0005,d5ac5902,2026-02-15 09:58:00,add_to_cart,P041
E10199,C0005,d5ac5902,2026-02-15 10:06:00,add_to_cart,P018
E10189,C0005,d5ac5902,2026-02-15 10:01:00,view_item,P002
E10190,C0005,d5ac5902,2026-02-15 09:58:00,view_item,P028
E10191,C0005,d5ac5902,2026-02-15 09:59:00,view_item,P004
E10192,C0005,d5ac5902,2026-02-15 09:56:00,view_item,P006
E10193,C0005,d5ac5902,2026-02-15 09:51:00,view_item,P046
E10194,C0005,d5ac5902,2026-02-15 09:58:00,view_item,P003
E10195,C0005,d5ac5902,2026-02-15 09:55:00,view_item,P041
E10196,C0005,d5ac5902,2026-02-15 10:01:00,view_item,P018
E10204,C0005,ffe14a1a,2026-03-27 09:32:00,add_to_cart,P034
E10205,C0005,ffe14a1a,2026-03-27 09:37:00,add_to_cart,P016
E10200,C0005,ffe14a1a,2026-03-27 09:35:00,view_item,P040
E10201,C0005,ffe14a1a,2026-03-27 09:38:00,view_item,P021
E10202,C0005,ffe14a1a,2026-03-27 09:30:00,view_item,P034
E10203,C0005,ffe14a1a,2026-03-27 09:33:00,view_item,P016
E10206,C0005,ffe14a1a,2026-03-27 09:42:21,purchase,P016
E10210,C0005,22785d4b,2026-04-30 01:24:00,add_to_cart,P013
E10211,C0005,22785d4b,2026-04-30 01:29:00,add_to_cart,P027
E10207,C0005,22785d4b,2026-04-30 01:21:00,view_item,P013
E10208,C0005,22785d4b,2026-04-30 01:32:00,view_item,P042
E10209,C0005,22785d4b,2026-04-30 01:27:00,view_item,P027
E10212,C0005,22785d4b,2026-04-30 01:35:20,purchase,P013
E10213,C0005,22785d4b,2026-04-30 01:35:19,purchase,P027
E10221,C0006,ab0efac0,2025-01-18 03:39:00,add_to_cart,P017
E10222,C0006,ab0efac0,2025-01-18 03:30:00,add_to_cart,P032
E10223,C0006,ab0efac0,2025-01-18 03:39:00,add_to_cart,P021
E10214,C0006,ab0efac0,2025-01-18 03:26:00,view_item,P044
E10215,C0006,ab0efac0,2025-01-18 03:34:00,view_item,P036
E10216,C0006,ab0efac0,2025-01-18 03:34:00,view_item,P017
E10217,C0006,ab0efac0,2025-01-18 03:26:00,view_item,P016
E10218,C0006,ab0efac0,2025-01-18 03:39:00,view_item,P028
E10219,C0006,ab0efac0,2025-01-18 03:27:00,view_item,P032
E10220,C0006,ab0efac0,2025-01-18 03:38:00,view_item,P021
E10232,C0006,813587f0,2025-02-19 14:14:00,add_to_cart,P025
E10233,C0006,813587f0,2025-02-19 14:15:00,add_to_cart,P014
E10224,C0006,813587f0,2025-02-19 14:12:00,view_item,P012
E10225,C0006,813587f0,2025-02-19 14:11:00,view_item,P025
E10226,C0006,813587f0,2025-02-19 14:06:00,view_item,P039
E10227,C0006,813587f0,2025-02-19 14:12:00,view_item,P016
E10228,C0006,813587f0,2025-02-19 14:08:00,view_item,P029
E10229,C0006,813587f0,2025-02-19 14:02:00,view_item,P027
E10230,C0006,813587f0,2025-02-19 14:02:00,view_item,P044
E10231,C0006,813587f0,2025-02-19 14:13:00,view_item,P014
E10238,C0006,80004f4f,2025-03-20 17:24:00,add_to_cart,P022
E10239,C0006,80004f4f,2025-03-20 17:34:00,add_to_cart,P016
E10240,C0006,80004f4f,2025-03-20 17:34:00,add_to_cart,P050
E10234,C0006,80004f4f,2025-03-20 17:20:00,view_item,P022
E10235,C0006,80004f4f,2025-03-20 17:18:00,view_item,P010
E10236,C0006,80004f4f,2025-03-20 17:31:00,view_item,P016
E10237,C0006,80004f4f,2025-03-20 17:30:00,view_item,P050
E10241,C0006,80004f4f,2025-03-20 17:36:09,purchase,P016
E10242,C0006,80004f4f,2025-03-20 17:36:20,purchase,P050
E10243,C0006,df978e85,2025-03-24 10:12:00,view_item,P014
E10247,C0006,85670909,2025-05-04 02:16:00,add_to_cart,P044
E10244,C0006,85670909,2025-05-04 02:14:00,view_item,P018
E10245,C0006,85670909,2025-05-04 02:12:00,view_item,P044
E10246,C0006,85670909,2025-05-04 02:05:00,view_item,P047
E10255,C0006,e9d5aec3,2025-05-27 19:15:00,add_to_cart,P016
E10256,C0006,e9d5aec3,2025-05-27 19:15:00,add_to_cart,P003
E10248,C0006,e9d5aec3,2025-05-27 19:05:00,view_item,P005
E10249,C0006,e9d5aec3,2025-05-27 19:08:00,view_item,P026
E10250,C0006,e9d5aec3,2025-05-27 19:13:00,view_item,P016
E10251,C0006,e9d5aec3,2025-05-27 19:10:00,view_item,P003
E10252,C0006,e9d5aec3,2025-05-27 19:11:00,view_item,P039
E10253,C0006,e9d5aec3,2025-05-27 19:02:00,view_item,P007
E10254,C0006,e9d5aec3,2025-05-27 19:03:00,view_item,P006
E10261,C0006,603ebcda,2025-06-20 17:52:00,add_to_cart,P031
E10262,C0006,603ebcda,2025-06-20 17:57:00,add_to_cart,P002
E10257,C0006,603ebcda,2025-06-20 17:49:00,view_item,P031
E10258,C0006,603ebcda,2025-06-20 17:49:00,view_item,P022
E10259,C0006,603ebcda,2025-06-20 17:55:00,view_item,P002
E10260,C0006,603ebcda,2025-06-20 17:57:00,view_item,P040
E10269,C0006,9b5c81e0,2025-07-14 16:06:00,add_to_cart,P015
E10270,C0006,9b5c81e0,2025-07-14 16:04:00,add_to_cart,P017
E10271,C0006,9b5c81e0,2025-07-14 16:05:00,add_to_cart,P029
E10272,C0006,9b5c81e0,2025-07-14 16:05:00,add_to_cart,P033
E10263,C0006,9b5c81e0,2025-07-14 16:01:00,view_item,P015
E10264,C0006,9b5c81e0,2025-07-14 16:00:00,view_item,P017
E10265,C0006,9b5c81e0,2025-07-14 16:02:00,view_item,P043
E10266,C0006,9b5c81e0,2025-07-14 16:02:00,view_item,P010
E10267,C0006,9b5c81e0,2025-07-14 16:03:00,view_item,P029
E10268,C0006,9b5c81e0,2025-07-14 16:04:00,view_item,P033
E10273,C0006,9b5c81e0,2025-07-14 16:04:19,purchase,P017
E10274,C0006,9b5c81e0,2025-07-14 16:04:08,purchase,P029
E10275,C0006,9b5c81e0,2025-07-14 16:04:24,purchase,P033
E10283,C0006,25bb309f,2025-08-21 23:52:00,add_to_cart,P033
E10276,C0006,25bb309f,2025-08-21 23:43:00,view_item,P018
E10277,C0006,25bb309f,2025-08-21 23:48:00,view_item,P033
E10278,C0006,25bb309f,2025-08-21 23:52:00,view_item,P026
E10279,C0006,25bb309f,2025-08-21 23:52:00,view_item,P028
E10280,C0006,25bb309f,2025-08-21 23:52:00,view_item,P007
E10281,C0006,25bb309f,2025-08-21 23:51:00,view_item,P047
E10282,C0006,25bb309f,2025-08-21 23:44:00,view_item,P045
E10284,C0006,25bb309f,2025-08-21 23:53:19,purchase,P033
E10291,C0006,f17136c3,2025-09-08 20:37:00,add_to_cart,P014
E10292,C0006,f17136c3,2025-09-08 20:36:00,add_to_cart,P035
E10285,C0006,f17136c3,2025-09-08 20:37:00,view_item,P021
E10286,C0006,f17136c3,2025-09-08 20:34:00,view_item,P018
E10287,C0006,f17136c3,2025-09-08 20:33:00,view_item,P029
E10288,C0006,f17136c3,2025-09-08 20:36:00,view_item,P014
E10289,C0006,f17136c3,2025-09-08 20:34:00,view_item,P035
E10290,C0006,f17136c3,2025-09-08 20:28:00,view_item,P020
E10293,C0006,f17136c3,2025-09-08 20:34:15,purchase,P014
E10294,C0006,f17136c3,2025-09-08 20:34:19,purchase,P035
E10301,C0006,fa7ceabb,2025-09-20 21:39:00,add_to_cart,P017
E10302,C0006,fa7ceabb,2025-09-20 21:51:00,add_to_cart,P007
E10295,C0006,fa7ceabb,2025-09-20 21:43:00,view_item,P009
E10296,C0006,fa7ceabb,2025-09-20 21:34:00,view_item,P017
E10297,C0006,fa7ceabb,2025-09-20 21:46:00,view_item,P045
E10298,C0006,fa7ceabb,2025-09-20 21:48:00,view_item,P007
E10299,C0006,fa7ceabb,2025-09-20 21:44:00,view_item,P029
E10300,C0006,fa7ceabb,2025-09-20 21:43:00,view_item,P039
E10310,C0006,1c1b2eaa,2025-10-26 03:04:00,add_to_cart,P009
E10303,C0006,1c1b2eaa,2025-10-26 03:01:00,view_item,P009
E10304,C0006,1c1b2eaa,2025-10-26 03:05:00,view_item,P003
E10305,C0006,1c1b2eaa,2025-10-26 03:03:00,view_item,P036
E10306,C0006,1c1b2eaa,2025-10-26 03:14:00,view_item,P032
E10307,C0006,1c1b2eaa,2025-10-26 03:03:00,view_item,P005
E10308,C0006,1c1b2eaa,2025-10-26 03:10:00,view_item,P034
E10309,C0006,1c1b2eaa,2025-10-26 03:05:00,view_item,P024
E10311,C0006,1c1b2eaa,2025-10-26 03:19:24,purchase,P009
E10318,C0006,1be83e9e,2025-11-13 04:54:00,add_to_cart,P032
E10319,C0006,1be83e9e,2025-11-13 04:48:00,add_to_cart,P014
E10312,C0006,1be83e9e,2025-11-13 04:49:00,view_item,P039
E10313,C0006,1be83e9e,2025-11-13 04:57:00,view_item,P006
E10314,C0006,1be83e9e,2025-11-13 04:55:00,view_item,P035
E10315,C0006,1be83e9e,2025-11-13 04:44:00,view_item,P016
E10316,C0006,1be83e9e,2025-11-13 04:49:00,view_item,P032
E10317,C0006,1be83e9e,2025-11-13 04:47:00,view_item,P014
E10320,C0006,1be83e9e,2025-11-13 05:02:29,purchase,P032
E10323,C0006,34e9e3bb,2025-12-20 21:57:00,add_to_cart,P033
E10321,C0006,34e9e3bb,2025-12-20 21:46:00,view_item,P038
E10322,C0006,34e9e3bb,2025-12-20 21:53:00,view_item,P033
E10331,C0006,6f2b5785,2026-01-06 15:49:00,add_to_cart,P014
E10332,C0006,6f2b5785,2026-01-06 15:50:00,add_to_cart,P048
E10333,C0006,6f2b5785,2026-01-06 15:40:00,add_to_cart,P011
E10324,C0006,6f2b5785,2026-01-06 15:46:00,view_item,P014
E10325,C0006,6f2b5785,2026-01-06 15:49:00,view_item,P048
E10326,C0006,6f2b5785,2026-01-06 15:37:00,view_item,P011
E10327,C0006,6f2b5785,2026-01-06 15:47:00,view_item,P026
E10328,C0006,6f2b5785,2026-01-06 15:46:00,view_item,P013
E10329,C0006,6f2b5785,2026-01-06 15:38:00,view_item,P002
E10330,C0006,6f2b5785,2026-01-06 15:36:00,view_item,P020
E10334,C0006,6f2b5785,2026-01-06 15:55:28,purchase,P014
E10335,C0006,6f2b5785,2026-01-06 15:55:23,purchase,P048
E10336,C0006,6f2b5785,2026-01-06 15:55:06,purchase,P011
E10337,C0006,54b6796b,2026-01-14 03:39:00,view_item,P018
E10338,C0006,54b6796b,2026-01-14 03:47:00,view_item,P003
E10346,C0006,c87d8e63,2026-02-04 18:16:00,add_to_cart,P036
E10347,C0006,c87d8e63,2026-02-04 18:08:00,add_to_cart,P028
E10339,C0006,c87d8e63,2026-02-04 18:12:00,view_item,P036
E10340,C0006,c87d8e63,2026-02-04 18:09:00,view_item,P040
E10341,C0006,c87d8e63,2026-02-04 17:59:00,view_item,P047
E10342,C0006,c87d8e63,2026-02-04 18:06:00,view_item,P028
E10343,C0006,c87d8e63,2026-02-04 18:01:00,view_item,P007
E10344,C0006,c87d8e63,2026-02-04 18:07:00,view_item,P021
E10345,C0006,c87d8e63,2026-02-04 18:02:00,view_item,P010
E10351,C0006,6774dee2,2026-03-21 05:04:00,add_to_cart,P033
E10348,C0006,6774dee2,2026-03-21 05:00:00,view_item,P024
E10349,C0006,6774dee2,2026-03-21 04:59:00,view_item,P033
E10350,C0006,6774dee2,2026-03-21 04:59:00,view_item,P013
E10352,C0006,6774dee2,2026-03-21 05:13:09,purchase,P033
E10358,C0006,86e425fd,2026-04-03 10:19:00,add_to_cart,P015
E10353,C0006,86e425fd,2026-04-03 10:16:00,view_item,P049
E10354,C0006,86e425fd,2026-04-03 10:14:00,view_item,P015
E10355,C0006,86e425fd,2026-04-03 10:15:00,view_item,P001
E10356,C0006,86e425fd,2026-04-03 10:23:00,view_item,P013
E10357,C0006,86e425fd,2026-04-03 10:25:00,view_item,P004
E10359,C0006,86e425fd,2026-04-03 10:23:16,purchase,P015
E10364,C0006,accb84c0,2026-04-15 08:08:00,add_to_cart,P017
E10360,C0006,accb84c0,2026-04-15 07:55:00,view_item,P046
E10361,C0006,accb84c0,2026-04-15 07:58:00,view_item,P005
E10362,C0006,accb84c0,2026-04-15 08:03:00,view_item,P017
E10363,C0006,accb84c0,2026-04-15 07:55:00,view_item,P042
E10371,C0006,94a14bfc,2026-04-28 02:44:00,add_to_cart,P039
E10372,C0006,94a14bfc,2026-04-28 02:35:00,add_to_cart,P044
E10373,C0006,94a14bfc,2026-04-28 02:33:00,add_to_cart,P012
E10365,C0006,94a14bfc,2026-04-28 02:42:00,view_item,P039
E10366,C0006,94a14bfc,2026-04-28 02:35:00,view_item,P043
E10367,C0006,94a14bfc,2026-04-28 02:36:00,view_item,P014
E10368,C0006,94a14bfc,2026-04-28 02:32:00,view_item,P044
E10369,C0006,94a14bfc,2026-04-28 02:30:00,view_item,P012
E10370,C0006,94a14bfc,2026-04-28 02:35:00,view_item,P023
E10376,C0007,d2d044ba,2025-12-13 20:48:00,add_to_cart,P028
E10374,C0007,d2d044ba,2025-12-13 20:52:00,view_item,P049
E10375,C0007,d2d044ba,2025-12-13 20:43:00,view_item,P028
E10377,C0007,d2d044ba,2025-12-13 20:58:21,purchase,P028
E10385,C0007,5e9cf851,2026-01-25 21:33:00,add_to_cart,P017
E10378,C0007,5e9cf851,2026-01-25 21:43:00,view_item,P048
E10379,C0007,5e9cf851,2026-01-25 21:40:00,view_item,P002
E10380,C0007,5e9cf851,2026-01-25 21:34:00,view_item,P025
E10381,C0007,5e9cf851,2026-01-25 21:45:00,view_item,P006
E10382,C0007,5e9cf851,2026-01-25 21:31:00,view_item,P017
E10383,C0007,5e9cf851,2026-01-25 21:39:00,view_item,P009
E10384,C0007,5e9cf851,2026-01-25 21:35:00,view_item,P011
E10386,C0007,22adb260,2026-02-06 12:09:00,view_item,P019
E10387,C0007,22adb260,2026-02-06 12:08:00,view_item,P037
E10388,C0007,05257f77,2026-03-21 09:20:00,view_item,P030
E10389,C0007,05257f77,2026-03-21 09:15:00,view_item,P004
E10390,C0007,05257f77,2026-03-21 09:15:00,view_item,P011
E10399,C0007,67201fcd,2026-04-03 09:05:00,add_to_cart,P048
